ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
10225,D,Ship,5,5,$217,6,medium,M,1,1761,TRUE
10226,F,Ship,4,2,$242,6,low,F,10,1531,FALSE
10227,A,Ship,6,1,$265,4,low,F,1,1345,FALSE
10228,B,Ship,3,4,$267,3,low,F,3,4566,TRUE
10229,C,Ship,3,1,$238,2,low,M,9,5158,TRUE
10230,F,Ship,5,3,$284,5,medium,F,4,5343,FALSE
10231,D,Ship,4,3,$137,3,medium,M,5,4854,FALSE
10232,F,Ship,2,1,$232,6,low,F,2,5281,FALSE
10233,A,Ship,3,3,$262,2,low,F,10,5951,FALSE
10234,B,Ship,5,1,$158,2,medium,M,6,4873,TRUE
10235,C,Ship,5,5,$226,4,low,F,10,5676,FALSE
10236,F,Ship,4,3,$199,2,low,M,4,5855,TRUE
10237,D,Ship,4,4,$175,2,medium,F,10,4927,TRUE
10238,F,Ship,5,1,$233,3,low,F,9,5039,TRUE
10239,A,Ship,2,5,$111,2,low,F,5,4038,FALSE
10240,B,Ship,5,2,$218,3,low,M,4,5363,FALSE
10241,C,Ship,5,1,$189,4,low,F,10,4166,FALSE
10242,F,Ship,4,3,$257,3,low,M,8,5944,TRUE
10243,D,Ship,4,2,$160,3,low,M,5,4492,TRUE
10244,F,Ship,3,3,$197,3,low,F,4,4858,FALSE
10245,A,Ship,3,5,$283,2,low,M,2,4207,TRUE
10246,B,Ship,5,5,$197,4,low,F,7,4141,FALSE
10247,C,Ship,3,1,$259,4,low,F,9,4084,FALSE
10248,F,Ship,4,3,$195,3,medium,M,5,5863,TRUE
10249,D,Road,3,1,$159,2,medium,M,5,4906,FALSE
10250,F,Road,3,1,$267,3,medium,F,8,5415,FALSE
10251,A,Road,5,2,$155,3,low,F,10,4485,FALSE
10252,B,Road,3,1,$267,2,low,F,9,5744,TRUE
10253,C,Road,4,1,$239,3,medium,F,9,4930,FALSE
10254,F,Road,3,1,$263,3,high,M,10,4911,TRUE
10255,D,Road,3,5,$217,3,medium,M,3,5433,TRUE
10256,F,Road,4,3,$173,3,low,M,4,4793,FALSE
10257,A,Road,2,2,$163,3,low,M,5,5887,TRUE
10258,B,Road,5,5,$232,5,low,F,2,5561,TRUE
10259,C,Road,3,3,$155,3,medium,M,5,4957,FALSE
10260,F,Road,3,4,$160,4,low,M,1,5341,TRUE
10261,D,Road,5,4,$200,3,medium,M,3,4225,TRUE
10262,F,Road,4,1,$160,2,medium,M,1,5741,FALSE
10263,A,Road,3,3,$220,3,low,M,7,5323,FALSE
10264,B,Road,3,3,$160,2,medium,F,3,4665,TRUE
10265,C,Road,3,4,$136,3,low,F,4,5368,TRUE
10266,F,Road,5,1,$252,3,high,F,2,5032,TRUE
10267,D,Road,3,4,$138,5,medium,F,5,5690,TRUE
10268,F,Road,4,4,$173,3,low,M,10,4616,TRUE
10269,A,Road,4,5,$198,3,low,M,2,4272,TRUE
10270,B,Road,4,1,$194,2,medium,F,3,5503,TRUE
10271,C,Flight,4,5,$157,3,medium,M,10,5898,FALSE
10272,F,Flight,3,3,$220,3,low,F,2,5065,FALSE
10273,D,Flight,4,4,$160,3,medium,M,5,4440,TRUE
10274,F,Flight,3,4,$214,2,low,M,7,5256,FALSE
10275,A,Flight,5,5,$213,3,medium,M,5,5247,TRUE
10276,B,Flight,3,5,$146,3,medium,M,8,5637,FALSE
10277,C,Flight,4,3,$176,5,low,M,2,5751,FALSE
10278,F,Flight,3,2,$219,4,low,F,6,4314,FALSE
10279,D,Flight,4,3,$164,3,medium,F,4,4495,TRUE
10280,F,Flight,3,4,$168,2,medium,F,7,4699,FALSE
10281,A,Flight,5,3,$167,3,low,M,9,5026,TRUE
10282,B,Flight,3,2,$152,3,medium,F,7,4244,TRUE
10283,C,Flight,5,4,$248,3,low,M,7,5335,FALSE
10284,F,Flight,3,5,$177,2,low,F,2,4906,FALSE
10285,D,Flight,4,4,$148,3,low,M,4,5716,FALSE
10286,F,Flight,4,2,$107,2,low,F,8,4460,TRUE
10287,A,Flight,6,2,$196,2,low,M,10,5180,FALSE
10288,B,Flight,3,3,$215,2,low,F,2,5661,TRUE
10289,C,Flight,4,5,$260,3,low,M,10,4331,TRUE
10290,F,Flight,5,5,$156,2,low,F,8,4817,TRUE
10291,D,Flight,4,1,$266,2,high,M,4,5116,TRUE
10292,F,Flight,4,1,$146,3,low,F,1,4831,FALSE
10293,A,Ship,4,2,$210,3,medium,F,10,5354,TRUE
10294,B,Ship,2,4,$144,2,medium,M,5,5867,TRUE
10295,C,Ship,3,5,$181,4,low,F,1,5812,TRUE
10296,F,Ship,5,5,$132,4,low,F,8,4339,FALSE
10297,D,Ship,5,3,$243,6,medium,F,9,5640,TRUE
10298,F,Ship,4,3,$166,4,medium,F,1,4536,TRUE
10299,A,Ship,5,5,$148,4,medium,F,4,5909,TRUE
10300,B,Ship,6,4,$221,5,low,M,9,4360,TRUE
10301,C,Ship,4,2,$207,3,medium,F,5,4702,FALSE
10302,F,Ship,4,1,$228,3,medium,M,4,5347,FALSE
10303,D,Ship,3,2,$161,3,medium,M,2,4174,FALSE
10304,F,Ship,4,2,$259,2,high,F,10,5265,TRUE
10305,A,Ship,4,5,$272,2,low,F,10,4962,TRUE
10306,B,Ship,4,4,$154,3,low,M,4,5393,FALSE
10307,C,Ship,4,2,$174,3,low,M,4,5625,TRUE
10308,F,Ship,4,2,$225,2,medium,F,5,5943,TRUE
10309,D,Ship,3,5,$209,3,medium,M,8,5591,TRUE
10310,F,Ship,6,1,$208,5,low,M,6,4537,TRUE
10311,A,Ship,4,4,$163,3,low,M,8,4921,FALSE
10312,B,Ship,3,5,$174,3,low,M,7,5672,FALSE
10313,C,Ship,3,5,$236,3,medium,F,1,5220,TRUE
10314,F,Ship,3,2,$229,6,medium,F,3,5689,FALSE
10315,D,Ship,3,4,$195,2,low,F,5,4660,FALSE
10316,F,Ship,4,2,$146,3,low,F,9,5871,FALSE
10317,A,Ship,3,2,$211,2,low,M,4,4978,FALSE
10318,B,Ship,2,2,$161,3,low,F,5,5999,FALSE
10319,C,Ship,2,5,$243,3,medium,F,9,4182,TRUE
10320,F,Ship,3,3,$169,2,medium,F,8,4281,FALSE
10321,D,Ship,3,4,$273,3,high,F,8,4530,FALSE
10322,F,Ship,4,2,$137,2,medium,M,3,4622,FALSE
10323,A,Ship,2,1,$96,2,high,F,9,4449,FALSE
10324,B,Ship,5,5,$177,4,medium,F,2,4873,TRUE
10325,C,Ship,4,1,$269,3,low,F,7,5211,FALSE
10326,F,Ship,3,2,$188,5,medium,M,7,5673,TRUE
10327,D,Ship,4,1,$238,3,low,F,10,4172,TRUE
10328,F,Ship,5,2,$172,5,medium,F,5,4805,TRUE
10329,A,Ship,4,4,$134,5,medium,M,2,5865,FALSE
10330,B,Ship,4,2,$191,2,medium,F,8,4806,FALSE
10331,C,Ship,5,3,$210,6,low,M,6,4203,FALSE
10332,F,Ship,4,5,$161,3,medium,F,2,5378,TRUE
10333,D,Ship,5,4,$161,5,medium,M,1,5779,FALSE
10334,F,Ship,4,1,$166,5,low,F,9,4472,TRUE
10335,A,Ship,4,3,$170,4,medium,F,9,4375,TRUE
10336,B,Ship,3,1,$251,3,medium,F,4,5291,TRUE
10337,C,Ship,3,3,$214,3,medium,M,3,4056,FALSE
10338,F,Ship,4,3,$197,3,medium,F,6,5395,TRUE
10339,D,Ship,3,3,$227,2,high,M,5,4269,FALSE
10340,F,Ship,4,5,$265,2,low,F,6,4660,FALSE
10341,A,Ship,6,5,$287,5,low,M,2,5611,FALSE
10342,B,Ship,3,5,$206,2,low,M,3,5113,FALSE
10343,C,Ship,4,2,$192,3,low,F,4,5578,FALSE
10344,F,Ship,2,1,$109,4,low,F,3,5264,FALSE
10345,D,Ship,4,3,$180,2,medium,M,7,5546,FALSE
10346,F,Ship,3,2,$224,3,medium,M,2,4015,TRUE
10347,A,Ship,3,2,$259,6,medium,M,1,5873,TRUE
10348,B,Ship,3,4,$269,3,medium,M,8,5364,FALSE
10349,C,Ship,5,4,$187,4,medium,F,1,4147,TRUE
10350,F,Ship,4,4,$185,3,low,F,2,5288,FALSE
10351,D,Ship,5,2,$241,2,medium,F,2,5448,TRUE
10352,F,Ship,2,5,$228,3,low,M,8,5643,FALSE
10353,A,Ship,3,2,$214,2,medium,F,9,4512,TRUE
10354,B,Ship,3,2,$196,6,low,M,6,5414,TRUE
10355,C,Ship,3,1,$175,3,low,M,6,4695,TRUE
10356,F,Ship,3,5,$171,3,medium,F,7,5318,FALSE
10357,D,Ship,4,2,$185,2,medium,M,5,4066,TRUE
10358,F,Ship,2,4,$226,3,low,M,9,4098,FALSE
10359,A,Ship,4,1,$265,3,low,F,4,4249,TRUE
10360,B,Ship,4,4,$205,4,medium,F,2,4690,FALSE
10361,C,Ship,4,3,$189,3,medium,F,9,4825,TRUE
10362,F,Ship,3,4,$141,3,medium,M,2,5512,TRUE
10363,D,Ship,3,3,$217,3,low,F,6,4887,TRUE
10364,F,Ship,4,2,$198,3,low,F,4,5863,TRUE
10365,A,Ship,4,4,$246,3,medium,F,2,4150,TRUE
10366,B,Ship,3,4,$261,4,medium,F,7,5731,TRUE
10367,C,Ship,4,3,$160,2,low,M,9,5940,TRUE
10368,F,Ship,5,5,$135,3,low,F,4,5734,TRUE
10369,D,Ship,5,2,$213,3,low,M,9,5526,TRUE
10370,F,Ship,3,4,$189,6,low,F,9,4668,FALSE
10371,A,Ship,4,1,$259,3,low,M,9,5148,FALSE
10372,B,Ship,4,5,$170,3,low,M,2,5671,TRUE
10373,C,Ship,3,3,$257,2,medium,M,5,4681,FALSE
10374,F,Ship,3,5,$143,2,low,M,8,4754,FALSE
10375,D,Ship,4,1,$258,3,low,F,10,4906,TRUE
10376,F,Ship,4,3,$216,2,low,M,4,5997,TRUE
10377,A,Ship,4,3,$169,3,low,F,8,4613,TRUE
10378,B,Ship,4,3,$165,2,low,M,2,5210,TRUE
10379,C,Ship,4,4,$245,3,medium,F,7,4480,FALSE
10380,F,Ship,4,1,$171,2,low,F,6,5719,FALSE
10381,D,Ship,2,5,$238,4,medium,M,9,4086,TRUE
10382,F,Ship,4,2,$265,3,medium,F,1,5385,TRUE
10383,A,Ship,4,3,$207,2,medium,M,5,4286,TRUE
10384,B,Ship,3,4,$257,3,medium,M,10,4670,FALSE
10385,C,Ship,3,4,$252,2,high,M,9,4278,TRUE
10386,F,Road,5,5,$272,2,low,F,4,5342,TRUE
10387,D,Road,3,2,$180,6,medium,M,3,5780,FALSE
10388,F,Road,5,1,$217,2,low,F,9,4345,TRUE
10389,A,Road,3,1,$149,3,medium,F,9,5952,FALSE
10390,B,Road,4,5,$185,2,low,M,6,4610,TRUE
10391,C,Road,5,2,$222,3,medium,M,10,5644,FALSE
10392,F,Road,4,3,$180,3,medium,M,4,5471,TRUE
10393,D,Road,4,2,$156,3,medium,M,1,4097,FALSE
10394,F,Road,3,5,$241,3,medium,M,10,5099,FALSE
10395,A,Road,4,1,$170,10,medium,F,3,5211,FALSE
10396,B,Road,3,2,$286,6,high,F,1,5035,FALSE
10397,C,Road,3,4,$232,5,medium,M,7,5653,FALSE
10398,F,Road,5,2,$171,3,low,M,6,4656,FALSE
10399,D,Road,4,4,$146,10,low,F,3,4152,FALSE
10400,F,Road,4,2,$189,10,medium,F,5,5470,TRUE
10401,A,Road,2,1,$235,3,high,M,8,4522,FALSE
10402,B,Road,4,2,$187,3,high,F,5,4897,FALSE
10403,C,Road,3,5,$166,3,high,F,5,5206,TRUE
10404,F,Road,4,4,$264,6,medium,F,6,1748,FALSE
10405,D,Road,5,3,$243,6,low,F,1,1856,TRUE
10406,F,Road,5,2,$245,5,low,F,9,1466,TRUE
10407,A,Road,5,5,$239,6,low,F,1,1984,TRUE
10408,B,Flight,4,3,$248,5,low,M,3,1093,TRUE
10409,C,Flight,6,4,$268,4,low,M,9,1793,TRUE
10410,F,Flight,6,2,$271,4,low,F,2,1893,FALSE
10411,D,Flight,4,3,$233,5,low,M,2,1079,TRUE
10412,F,Flight,5,1,$245,5,low,F,7,1092,TRUE
10413,A,Flight,5,5,$248,5,medium,M,8,1881,FALSE
10414,B,Flight,5,1,$234,5,medium,M,2,1030,FALSE
10415,C,Flight,4,5,$259,5,medium,M,2,1066,FALSE
10416,F,Flight,5,4,$259,6,low,M,1,1206,FALSE
10417,D,Flight,5,2,$263,6,low,F,6,1511,FALSE
10418,F,Flight,3,1,$158,5,low,M,9,1537,FALSE
10419,A,Flight,5,3,$270,5,low,F,1,1568,FALSE
10420,B,Flight,2,1,$238,4,medium,F,4,4780,TRUE
10421,C,Flight,4,1,$265,3,medium,M,3,5177,TRUE
10422,F,Flight,4,3,$207,2,medium,M,4,5227,FALSE
10423,D,Flight,3,2,$257,3,medium,M,9,5236,TRUE
10424,F,Flight,3,3,$252,2,high,M,1,5707,FALSE
10425,A,Flight,5,5,$272,2,low,M,1,4883,FALSE
10426,B,Flight,3,4,$180,6,medium,F,3,5605,TRUE
10427,C,Flight,5,4,$217,2,low,M,2,5469,FALSE
10428,F,Flight,3,4,$149,3,medium,F,3,4540,TRUE
10429,D,Flight,4,5,$185,2,low,F,4,5428,TRUE
10430,F,Ship,5,4,$222,3,medium,M,8,5559,FALSE
10431,A,Ship,4,2,$180,3,medium,M,6,4417,TRUE
10432,B,Ship,4,2,$156,3,medium,M,5,4946,FALSE
10433,C,Ship,3,3,$241,3,medium,F,10,5275,FALSE
10434,F,Ship,4,2,$170,10,medium,F,4,4696,FALSE
10435,D,Ship,3,5,$286,6,high,M,8,4777,TRUE
10436,F,Ship,3,3,$232,5,medium,M,10,5580,TRUE
10437,A,Ship,5,4,$171,3,low,F,1,5011,TRUE
10438,B,Ship,4,4,$146,10,low,M,1,4351,TRUE
10439,C,Ship,4,1,$189,10,medium,F,2,4505,FALSE
10440,F,Ship,2,5,$235,3,high,F,10,5775,FALSE
10441,D,Ship,4,4,$187,3,high,M,6,4567,TRUE
10442,F,Ship,3,4,$166,3,high,M,6,4247,TRUE
10443,A,Ship,4,3,$264,6,medium,F,7,1178,FALSE
10444,B,Ship,5,3,$243,6,low,F,10,1078,FALSE
10445,C,Ship,5,2,$245,5,low,M,8,1528,TRUE
10446,F,Ship,5,5,$239,6,low,M,9,1417,FALSE
10447,D,Ship,4,5,$248,5,low,F,6,1754,TRUE
10448,F,Ship,6,5,$268,4,low,M,7,1600,FALSE
10449,A,Ship,6,4,$271,4,low,F,6,1091,TRUE
10450,B,Ship,4,3,$233,5,low,M,5,1799,FALSE
10451,C,Ship,5,1,$245,5,low,M,7,1038,TRUE
10452,F,Ship,5,5,$248,5,medium,F,1,1945,FALSE
10453,D,Ship,5,5,$234,5,medium,M,9,1812,TRUE
10454,F,Ship,4,3,$259,5,medium,M,2,1574,TRUE
10455,A,Ship,5,5,$259,6,low,M,5,1382,FALSE
10456,B,Ship,5,1,$263,6,low,F,3,1665,FALSE
10457,C,Ship,5,4,$217,6,medium,M,6,1483,FALSE
10458,F,Ship,4,3,$242,6,low,M,5,1411,TRUE
10459,D,Ship,4,4,$255,6,low,F,2,1430,FALSE
10460,F,Ship,2,3,$277,3,medium,F,1,1738,TRUE
10461,A,Ship,4,2,$267,5,low,M,3,1933,FALSE
10462,B,Ship,5,4,$260,5,low,M,5,1370,TRUE
10463,C,Ship,4,5,$259,5,low,F,9,1951,FALSE
10464,F,Ship,5,5,$257,5,medium,F,6,1101,TRUE
10465,D,Ship,5,1,$228,5,low,F,2,1950,FALSE
10466,F,Ship,5,1,$255,6,low,F,3,1014,TRUE
10467,A,Ship,5,5,$262,6,low,M,10,1816,FALSE
10468,B,Ship,5,1,$262,5,medium,M,4,1196,TRUE
10469,C,Ship,5,1,$241,5,low,M,4,1348,FALSE
10470,F,Ship,4,2,$262,6,medium,F,4,1644,FALSE
10471,D,Ship,4,2,$263,6,medium,F,4,1644,TRUE
10472,F,Ship,4,3,$233,5,low,M,4,1668,TRUE
10473,A,Ship,5,3,$221,5,low,F,8,1109,TRUE
10474,B,Ship,5,5,$254,5,low,M,7,1967,TRUE
10475,C,Ship,3,4,$236,4,medium,M,2,1016,TRUE
10476,F,Ship,5,1,$258,5,high,F,9,1856,FALSE
10477,D,Ship,4,2,$223,5,medium,F,8,1559,FALSE
10478,F,Ship,5,1,$248,5,low,M,3,1642,FALSE
10479,A,Ship,4,1,$204,4,low,F,3,1667,TRUE
10480,B,Ship,4,1,$276,5,low,F,2,1246,TRUE
10481,C,Ship,5,4,$241,5,medium,M,1,1924,FALSE
10482,F,Ship,5,4,$263,5,low,M,5,1181,TRUE
10483,D,Ship,5,2,$265,5,medium,F,5,1864,TRUE
10484,F,Ship,4,2,$253,5,medium,F,3,1092,TRUE
10485,A,Ship,5,1,$257,5,high,F,2,1323,TRUE
10486,B,Ship,4,2,$259,6,medium,M,8,1096,FALSE
10487,C,Ship,6,4,$206,5,medium,F,10,1680,TRUE
10488,F,Ship,5,2,$254,5,medium,F,4,1030,TRUE
10489,D,Ship,5,1,$143,3,medium,F,3,4907,FALSE
10490,F,Ship,3,2,$169,2,low,M,6,4033,TRUE
10491,A,Ship,3,1,$194,4,low,F,8,4308,TRUE
10492,B,Ship,4,5,$248,3,low,M,7,5853,TRUE
10493,C,Ship,4,1,$153,3,medium,M,5,5952,TRUE
10494,F,Ship,3,3,$151,3,low,M,9,5082,TRUE
10495,D,Ship,3,4,$148,3,medium,M,7,4531,TRUE
10496,F,Ship,4,2,$214,6,medium,M,9,4736,FALSE
10497,A,Ship,4,1,$251,2,low,F,2,4839,FALSE
10498,B,Ship,2,3,$136,3,low,M,10,4933,TRUE
10499,C,Ship,3,4,$247,3,medium,M,8,5792,TRUE
10500,F,Ship,3,4,$239,2,low,F,10,5674,FALSE
10501,D,Ship,4,1,$247,3,low,M,5,5636,FALSE
10502,F,Ship,2,1,$184,2,high,F,3,4331,TRUE
10503,A,Ship,3,1,$248,3,medium,M,7,5588,TRUE
10504,B,Ship,5,5,$244,3,medium,M,7,4078,FALSE
10505,C,Ship,5,2,$252,3,low,M,7,5058,TRUE
10506,F,Ship,4,2,$136,4,low,F,3,4190,TRUE
10507,D,Ship,4,5,$200,4,low,F,1,4885,TRUE
10508,F,Ship,3,1,$187,2,low,M,6,5448,TRUE
10509,A,Ship,4,2,$222,2,medium,M,10,5115,FALSE
10510,B,Ship,3,4,$247,2,low,M,2,4975,FALSE
10511,C,Ship,3,2,$195,2,high,M,2,4669,FALSE
10512,F,Ship,4,3,$190,2,low,F,7,5834,FALSE
10513,D,Ship,4,5,$226,2,low,M,10,4706,FALSE
10514,F,Ship,3,4,$205,3,low,F,7,4490,TRUE
10515,A,Ship,4,1,$225,3,medium,M,9,4242,FALSE
10516,B,Ship,2,3,$275,3,medium,M,10,4183,FALSE
10517,C,Ship,3,4,$154,2,high,F,2,4998,TRUE
10518,F,Ship,5,5,$141,3,low,M,4,4534,TRUE
10519,D,Ship,3,2,$198,2,medium,M,8,5889,TRUE
10520,F,Ship,4,3,$263,2,low,M,9,4210,TRUE
10521,A,Ship,4,4,$184,3,medium,F,9,4500,TRUE
10522,B,Ship,3,2,$221,2,medium,M,9,4466,TRUE
10523,C,Road,3,5,$259,3,medium,M,7,4480,FALSE
10524,F,Road,4,4,$238,4,high,M,1,5702,FALSE
10525,D,Road,3,5,$188,3,high,F,6,4234,FALSE
10526,F,Road,3,2,$164,2,medium,F,3,4666,TRUE
10527,A,Road,4,1,$204,6,low,M,1,4943,TRUE
10528,B,Road,5,5,$237,3,medium,M,5,4285,FALSE
10529,C,Road,6,1,$235,6,medium,M,3,5591,TRUE
10530,F,Road,3,2,$235,2,medium,F,9,5116,TRUE
10531,D,Road,3,5,$263,3,medium,M,4,4081,FALSE
10532,F,Road,5,4,$236,4,medium,M,6,4457,TRUE
10533,A,Road,5,2,$146,2,low,M,2,4075,TRUE
10534,B,Road,3,2,$188,3,medium,M,8,5709,TRUE
10535,C,Road,5,1,$152,3,medium,F,3,5981,TRUE
10536,F,Road,4,1,$211,3,medium,F,7,4083,FALSE
10537,D,Road,4,3,$195,3,low,M,1,4236,FALSE
10538,F,Road,4,4,$180,4,medium,F,7,5609,FALSE
10539,A,Road,3,2,$213,6,medium,M,9,5418,FALSE
10540,B,Road,4,1,$171,3,medium,M,10,5971,TRUE
10541,C,Road,3,5,$253,4,medium,F,5,4761,FALSE
10542,F,Road,5,4,$228,4,low,F,8,4831,FALSE
10543,D,Road,3,4,$158,2,low,M,8,4086,TRUE
10544,F,Road,3,5,$158,3,low,M,10,4861,TRUE
10545,A,Flight,4,1,$195,2,low,F,3,4165,TRUE
10546,B,Flight,5,1,$202,4,low,F,2,5748,TRUE
10547,C,Flight,4,4,$209,3,medium,M,7,4717,FALSE
10548,F,Flight,2,5,$156,5,medium,M,7,5780,TRUE
10549,D,Flight,3,4,$199,3,medium,M,10,4925,FALSE
10550,F,Flight,6,2,$205,5,high,M,6,4756,TRUE
10551,A,Flight,6,3,$165,4,low,F,10,5965,TRUE
10552,B,Flight,5,3,$119,2,low,M,8,5290,FALSE
10553,C,Flight,3,1,$185,2,medium,F,9,4316,TRUE
10554,F,Flight,6,3,$178,5,low,F,5,4567,TRUE
10555,D,Flight,4,3,$248,3,medium,F,5,4667,TRUE
10556,F,Flight,3,5,$190,3,medium,M,4,5069,TRUE
10557,A,Flight,4,1,$227,3,high,M,8,4795,TRUE
10558,B,Flight,4,2,$255,5,low,F,6,4053,TRUE
10559,C,Flight,3,5,$214,2,medium,F,4,4077,FALSE
10560,F,Flight,4,5,$134,3,medium,M,3,5000,FALSE
10561,D,Flight,3,4,$216,3,low,F,3,5817,TRUE
10562,F,Flight,2,4,$183,2,low,M,5,5335,FALSE
10563,A,Flight,3,5,$190,5,high,F,7,4457,TRUE
10564,B,Flight,4,5,$219,2,low,M,4,4197,FALSE
10565,C,Flight,3,2,$207,2,medium,F,10,4070,FALSE
10566,F,Flight,5,4,$135,4,medium,M,4,4541,TRUE
10567,D,Ship,3,4,$254,2,medium,M,2,5957,TRUE
10568,F,Ship,3,5,$233,4,low,F,9,4541,TRUE
10569,A,Ship,4,4,$233,3,low,F,5,5421,TRUE
10570,B,Ship,4,4,$156,2,low,F,5,5216,TRUE
10571,C,Ship,5,1,$262,2,medium,M,4,5761,TRUE
10572,F,Ship,3,1,$201,3,medium,F,8,4315,TRUE
10573,D,Ship,5,1,$208,2,low,F,9,4887,TRUE
10574,F,Ship,3,1,$174,3,low,F,9,4380,FALSE
10575,A,Ship,3,2,$144,4,medium,M,8,4867,FALSE
10576,B,Ship,4,3,$184,3,low,F,5,4712,FALSE
10577,C,Ship,3,5,$196,3,low,F,5,4891,TRUE
10578,F,Ship,6,3,$251,4,low,M,10,4889,FALSE
10579,D,Ship,4,4,$160,3,low,M,1,4770,TRUE
10580,F,Ship,5,2,$176,4,low,M,10,5532,TRUE
10581,A,Ship,3,1,$235,3,low,F,9,5735,TRUE
10582,B,Ship,4,2,$152,4,medium,F,3,4006,TRUE
10583,C,Ship,4,3,$184,4,low,M,4,4030,FALSE
10584,F,Ship,3,2,$209,2,low,M,5,5713,TRUE
10585,D,Ship,5,5,$187,3,medium,F,5,4613,TRUE
10586,F,Ship,4,4,$160,5,low,M,6,4055,TRUE
10587,A,Ship,4,2,$258,3,low,F,5,5393,FALSE
10588,B,Ship,3,5,$166,3,medium,F,9,5275,FALSE
10589,C,Ship,4,1,$193,3,low,F,3,5919,TRUE
10590,F,Ship,3,2,$167,2,low,M,3,4722,FALSE
10591,D,Ship,4,5,$272,2,medium,M,9,5055,FALSE
10592,F,Ship,4,2,$222,2,low,M,1,5028,FALSE
10593,A,Ship,5,5,$189,3,low,F,10,5554,FALSE
10594,B,Ship,2,5,$188,2,medium,F,9,4610,TRUE
10595,C,Ship,3,2,$183,2,medium,F,6,4313,FALSE
10596,F,Ship,4,5,$183,2,low,F,1,4741,TRUE
10597,D,Ship,3,1,$167,3,low,F,4,5943,FALSE
10598,F,Ship,2,2,$258,3,medium,F,3,5365,FALSE
10599,A,Ship,4,2,$177,3,medium,M,5,5757,TRUE
10600,B,Ship,3,1,$226,3,medium,F,8,5000,TRUE
10601,C,Ship,5,1,$240,5,medium,F,5,4144,TRUE
10602,F,Ship,3,3,$158,3,low,F,6,5261,FALSE
10603,D,Ship,5,2,$176,4,low,M,1,5810,TRUE
10604,F,Ship,6,4,$230,4,low,M,3,4736,FALSE
10605,A,Ship,4,2,$238,3,low,F,3,5265,FALSE
10606,B,Ship,5,2,$254,3,low,F,9,5714,FALSE
10607,C,Ship,4,4,$209,3,high,F,5,5979,TRUE
10608,F,Ship,4,3,$245,4,medium,F,5,4660,TRUE
10609,D,Ship,3,1,$133,3,low,F,10,5640,TRUE
10610,F,Ship,4,4,$233,2,high,F,1,5320,TRUE
10611,A,Ship,3,1,$257,4,low,M,8,4692,FALSE
10612,B,Ship,5,3,$262,5,low,M,7,4157,TRUE
10613,C,Ship,5,2,$252,3,low,M,6,4013,FALSE
10614,F,Ship,3,3,$231,3,low,F,3,4649,FALSE
10615,D,Ship,3,5,$228,4,low,F,7,4068,FALSE
10616,F,Ship,3,2,$100,4,low,F,10,5163,TRUE
10617,A,Ship,4,2,$253,3,medium,F,7,5813,FALSE
10618,B,Ship,3,4,$160,3,medium,M,3,5662,TRUE
10619,C,Ship,6,3,$153,6,medium,F,7,4975,FALSE
10620,F,Ship,4,1,$270,2,low,M,4,4369,TRUE
10621,D,Ship,4,3,$156,3,medium,F,8,4701,FALSE
10622,F,Ship,4,1,$132,2,medium,M,1,5025,FALSE
10623,A,Ship,5,5,$98,2,medium,M,2,4125,FALSE
10624,B,Ship,5,5,$161,3,high,F,7,5338,FALSE
10625,C,Ship,4,1,$258,3,medium,M,10,5916,TRUE
10626,F,Ship,3,2,$228,2,medium,M,2,5640,TRUE
10627,D,Ship,5,4,$180,2,low,F,9,5208,TRUE
10628,F,Ship,3,5,$136,3,medium,F,7,4147,TRUE
10629,A,Ship,3,3,$228,2,low,M,5,4470,TRUE
10630,B,Ship,4,5,$274,4,low,M,3,5145,TRUE
10631,C,Ship,3,2,$208,2,low,F,6,5344,TRUE
10632,F,Ship,4,2,$230,3,high,F,5,5888,TRUE
10633,D,Ship,2,3,$273,4,low,M,3,5079,TRUE
10634,F,Ship,5,1,$253,2,medium,M,3,5159,FALSE
10635,A,Ship,3,1,$241,3,low,F,10,4120,TRUE
10636,B,Ship,4,2,$205,2,medium,M,10,4641,FALSE
10637,C,Ship,5,5,$132,3,low,F,2,5552,TRUE
10638,F,Ship,5,4,$151,3,low,F,10,4611,TRUE
10639,D,Ship,4,3,$163,4,medium,M,5,5593,TRUE
10640,F,Ship,3,3,$176,8,medium,F,1,4895,FALSE
10641,A,Ship,3,5,$169,3,low,M,1,4636,FALSE
10642,B,Ship,3,4,$133,4,low,F,10,4571,TRUE
10643,C,Ship,5,3,$184,5,low,M,3,5219,FALSE
10644,F,Ship,2,4,$258,3,medium,M,3,4811,TRUE
10645,D,Ship,2,2,$237,5,low,F,6,4622,FALSE
10646,F,Ship,4,3,$260,3,medium,F,4,5770,FALSE
10647,A,Ship,3,2,$159,2,medium,M,8,4326,TRUE
10648,B,Ship,3,3,$223,10,low,F,7,4273,FALSE
10649,C,Ship,3,3,$207,10,low,F,7,4423,TRUE
10650,F,Ship,4,5,$261,10,low,M,7,5208,TRUE
10651,D,Ship,4,4,$239,3,medium,F,7,5297,FALSE
10652,F,Ship,3,4,$222,3,low,M,6,5819,TRUE
10653,A,Ship,3,2,$143,4,low,F,3,5845,TRUE
10654,B,Ship,2,2,$157,3,medium,F,9,4547,FALSE
